subNum,startTime,colBalance,totalTrials,totalPoints,accBeforeExclusions,accAfterExclusions,anticipations,timeouts,total_exclusions,,rt_enr,rt_high,rt_low,rt_abs,,acc_enr,acc_high,acc_low,acc_abs,,chce_enr_high,chce_enr_low,chce_high_low,,valEst_enr,valEst_high,valEst_low,,valEstRank_enr,valEstRank_high,valEstRank_low,,,,were_you_distracted,other_comments,,,rt_enr_b1,rt_enr_b2,rt_enr_b3,rt_enr_b4,rt_enr_b5,rt_enr_b6,rt_enr_b7,rt_enr_b8,rt_enr_b9,rt_enr_b10,rt_enr_b11,rt_enr_b12,rt_enr_b13,rt_enr_b14,rt_enr_b15,rt_enr_b16,rt_high_b1,rt_high_b2,rt_high_b3,rt_high_b4,rt_high_b5,rt_high_b6,rt_high_b7,rt_high_b8,rt_high_b9,rt_high_b10,rt_high_b11,rt_high_b12,rt_high_b13,rt_high_b14,rt_high_b15,rt_high_b16,rt_low_b1,rt_low_b2,rt_low_b3,rt_low_b4,rt_low_b5,rt_low_b6,rt_low_b7,rt_low_b8,rt_low_b9,rt_low_b10,rt_low_b11,rt_low_b12,rt_low_b13,rt_low_b14,rt_low_b15,rt_low_b16,rt_abs_b1,rt_abs_b2,rt_abs_b3,rt_abs_b4,rt_abs_b5,rt_abs_b6,rt_abs_b7,rt_abs_b8,rt_abs_b9,rt_abs_b10,rt_abs_b11,rt_abs_b12,rt_abs_b13,rt_abs_b14,rt_abs_b15,rt_abs_b16,,acc_enr_b1,acc_enr_b2,acc_enr_b3,acc_enr_b4,acc_enr_b5,acc_enr_b6,acc_enr_b7,acc_enr_b8,acc_enr_b9,acc_enr_b10,acc_enr_b11,acc_enr_b12,acc_enr_b13,acc_enr_b14,acc_enr_b15,acc_enr_b16,acc_high_b1,acc_high_b2,acc_high_b3,acc_high_b4,acc_high_b5,acc_high_b6,acc_high_b7,acc_high_b8,acc_high_b9,acc_high_b10,acc_high_b11,acc_high_b12,acc_high_b13,acc_high_b14,acc_high_b15,acc_high_b16,acc_low_b1,acc_low_b2,acc_low_b3,acc_low_b4,acc_low_b5,acc_low_b6,acc_low_b7,acc_low_b8,acc_low_b9,acc_low_b10,acc_low_b11,acc_low_b12,acc_low_b13,acc_low_b14,acc_low_b15,acc_low_b16,acc_abs_b1,acc_abs_b2,acc_abs_b3,acc_abs_b4,acc_abs_b5,acc_abs_b6,acc_abs_b7,acc_abs_b8,acc_abs_b9,acc_abs_b10,acc_abs_b11,acc_abs_b12,acc_abs_b13,acc_abs_b14,acc_abs_b15,acc_abs_b16
31,2021-06-29_18:57:27,5,640,94645,0.934375,0.937294,0,2,2,,849.357143,793.678571,794.282759,729.111888,,0.933333,0.933333,0.947712,0.934641,,1,1,1,,250,300,300,,3,1.5,1.5,,,,nah not really; i just had to adjust glasses in between give my fingers and forearm a break;,i hate pressure and competing with others haha bc it puts a lot of unnecessary stress on me; so i felt stressed when doing this. but hey i need those free marks amirite,,,1124.714286,917.555556,719.555556,890.5,841.625,835.111111,801,934,955.222222,781.5,772.125,763.555556,922.888889,870.666667,757,781.333333,925.142857,765.888889,697.555556,762.222222,826.888889,733.714286,746.5,814.6,902.625,678,766,784.777778,754.125,928.555556,734.25,878.7,814.875,908.222222,805.6,750.888889,785.666667,799.4,734.444444,774,870.666667,751.666667,688.875,713.875,801.6,862.7,844.8,763.625,866,827,752.666667,823.9,736.6,790.666667,649.666667,732.875,761.888889,637.75,700.1,632.666667,712,669.375,695.9,663.875,,1,0.9,0.9,1,0.888889,0.9,1,0.888889,0.9,1,0.888889,1,0.9,1,0.9,0.9,0.7,0.9,1,0.9,1,0.875,1,1,0.888889,0.888889,1,0.9,0.888889,1,1,1,0.8,1,1,0.9,0.9,1,1,0.9,1,1,0.888889,0.888889,1,1,1,0.888889,0.8,1,1,1,1,0.9,1,0.888889,0.9,0.8,1,0.9,1,0.888889,1,0.888889
32,2021-06-29_19:04:43,1,640,117551,0.884375,0.884868,0,0,0,,556.789474,547.466667,547.428571,514.79562,,0.863636,0.888158,0.886667,0.901316,,0.5,1,1,,450,421,45,,1,2,3,,,,No;,,,,525.666667,574.625,531.6,525.571429,501.285714,613.1,549.75,575.333333,590.857143,554.555556,581.222222,580.125,553.875,548.25,543,544.111111,509.333333,560.714286,499.444444,527,526.7,583.571429,566.222222,552,553.111111,587.125,539.4,551.5,566.666667,565.888889,559.555556,523.9,526.875,525.5,548.857143,592.111111,564.444444,564.333333,556.625,568.875,586.125,549.777778,538.75,502.375,558.8,526.6,536.285714,517.4,517,499.142857,533.9,487.5,518.75,495.5,507.571429,540.25,497.555556,502.9,512.5,503.625,566.555556,485.5,534.5,525.75,,0.9,0.888889,1,0.7,0.7,1,1,0.9,0.777778,0.9,0.9,0.8,0.888889,0.888889,0.7,0.9,0.666667,0.7,1,0.888889,1,0.875,0.9,0.888889,0.9,0.888889,1,1,0.6,0.9,1,1,0.888889,0.8,0.777778,1,1,0.6,0.8,0.888889,0.888889,1,1,0.8,1,1,0.777778,1,0.7,0.777778,1,0.8,0.888889,1,0.7,0.8,0.9,1,1,1,1,0.888889,1,1
33,2021-06-29_19:57:45,3,640,118012,0.954688,0.953947,0,0,0,,702.793836,702.451724,680.061111,645.641379,,0.948052,0.973154,0.947368,0.947712,,0,1,0.5,,300,400,40,,2,1,3,,,,sorta; spaced out of times;,,,,773.23,754.985714,682.87,712.18,626.09,698.511111,799.244444,650.911111,642.55,803.14,649.8,718.842857,799,692.522222,723.622222,571.62,768.42,724.166667,669.81,685.944444,616.888889,737.38,763.266667,713.133333,598.977778,658.966667,785.4125,677.09,735.777778,736.65,680.266667,694.4375,698.342857,809.377778,723.833333,681.28,677.95,597.466667,738.875,547.311111,641.125,792.64,651.477778,602.033333,654.822222,652.633333,749,649.011111,798.4375,713.32,573.055556,605.844444,687.055556,619.5625,657.933333,640.855556,596.355556,627.525,742.866667,627.57,698.46,606.87,566.125,572.69,,1,0.777778,1,1,1,1,0.9,0.9,1,1,1,0.777778,0.777778,1,1,1,1,1,1,1,1,1,0.9,1,0.9,1,1,1,0.9,0.888889,1,1,0.777778,0.9,1,1,1,0.9,1,0.9,1,1,0.9,1,1,0.9,1,0.9,0.888889,1,1,1,1,0.888889,0.9,1,0.9,0.888889,0.9,1,1,1,0.8,1
34,2021-06-29_20:44:11,2,640,74679,0.885938,0.890909,2,1,3,,916.776119,877.460938,944.613139,877.585714,,0.905405,0.882759,0.867089,0.909091,,1,0.5,1,,5000,3000,1000,,1,2,3,,,,No;,No,,,759.571429,1007.142857,850.3,866.555556,829.571429,1027.444444,950.25,981.7,966.142857,967.857143,1047.333333,810.25,866.625,872.6,924.2,919.875,862.142857,919.333333,820.333333,897.375,865.125,902.625,856.111111,861.142857,872,804.6,908.375,940.1,843.25,936.875,859.857143,868.571429,940,974.9,885.875,922.571429,870,1093.714286,1029.875,783.428571,878.2,863.142857,1105.25,922.8,884.4,1040.6,889.333333,1011.1,832.666667,991.625,773.777778,771.75,849.333333,886,880.333333,882.6,880.333333,844.666667,951.25,801.875,1092.285714,881.777778,820.333333,941.5,,0.7,0.875,1,1,0.777778,0.9,0.888889,1,0.777778,0.875,0.9,0.888889,0.888889,1,1,1,0.875,0.9,0.75,0.888889,0.888889,0.8,1,0.875,0.8,1,0.888889,1,0.888889,0.888889,0.777778,0.875,0.8,1,0.8,0.7,0.8,0.875,0.8,0.7,1,0.7,0.8,1,1,1,0.9,1,0.9,0.8,0.9,0.8,0.9,0.9,0.9,1,1,0.9,0.888889,0.888889,0.777778,1,1,1
35,2021-06-29_22:53:36,5,640,135014,0.940625,0.940789,0,0,0,,563.328571,549.524828,547.567857,523.902041,,0.915033,0.960265,0.939597,0.948387,,0,1,1,,410,400,42,,1,2,3,,,,Was not using phone but had some background noise from family in the rest of the house. The noise carried. ;,I also found myself getting very tired and weary by the end.,,,658.3,592.85,571.31,587.244444,521.31,568.7,508.5375,522.81,596.728571,549.344444,532.357143,468.957143,555.244444,648.075,539.944444,569.5875,628.283333,585.32,564.057143,509.98,537.8,563.277778,548.655556,540.522222,545.644444,509.61,507.48,539.222222,529.966667,547.95,579.77,587.42,643.9,514.95,580.08,560.225,527.266667,500.071429,511.97,573.322222,573,533.4125,556.5625,534.39,521.3,527.311111,510.011111,562.63,620.7,519.488889,506.933333,504.5,513.211111,492.077778,457.333333,531.2125,552.6,567.24,518.344444,471.6,526.93,493.911111,522.17,563.933333,,1,1,1,0.9,1,0.9,0.8,1,0.777778,1,0.777778,0.777778,0.9,0.8,1,1,0.75,1,0.875,1,1,0.9,1,1,0.9,1,1,1,1,0.888889,1,1,1,0.888889,1,0.888889,0.666667,0.875,1,0.9,1,0.888889,0.888889,1,1,1,1,1,1,1,0.9,0.888889,1,0.9,1,0.888889,1,1,0.9,0.9,1,0.9,1,0.9
36,2021-06-30_09:04:36,6,640,110587,0.8375,0.847826,10,0,10,,537.351613,531.636641,524.91811,500.892,,0.855172,0.856209,0.835526,0.844595,,1,1,1,,430,390,43,,1,2,3,,,,No I wasn't; however for validity I will admit in the middle trials; I experimented with smashing buttons at the same time to see how well it would work (Not well; it turns out);,-,,,618.42,589.811111,513.8,562.585714,575.022222,591.522222,293.085714,300.4,283.414286,250.75,543.044444,554.4125,605.711111,633.285714,649.78,579.3,589.4625,553.311111,584.41,582.266667,559.89,554.3875,282.342857,288.26,320.466667,284.425,431.122222,529.144444,731.72,598.85,615.222222,608.3875,559.311111,553.055556,596.97,588.19,574.23,617.166667,279.4,298.76,299,293.025,462.0625,543.742857,522.5,604.01,570.122222,510.98,550.933333,503.844444,527.666667,555.55,599.8375,588.355556,288.75,303.18,251.4,323.52,409.316667,518.69,551.022222,505.9,574.03,470.73,,1,1,1,0.875,0.9,1,0.777778,0.571429,0.7,0.222222,1,0.888889,0.9,0.875,1,0.888889,0.888889,1,1,0.9,1,0.8,0.7,0.5,0.6,0.571429,0.9,0.9,1,1,1,0.888889,0.9,0.9,1,1,1,1,0.333333,0.5,0.6,0.4,0.8,0.777778,1,1,1,1,1,0.9,1,1,1,0.9,0.666667,0.5,0.125,0.625,0.75,1,1,0.9,1,1
37,2021-06-30_12:00:05,1,640,99905,0.93125,0.934102,0,1,1,,790.426241,776.767376,735.928058,754.15274,,0.946309,0.921569,0.914474,0.954248,,1,1,1,,6000,7000,2000,,2,1,3,,,,no;,no,,,895.31,812.255556,1036.044444,767.73,776.355556,718.6,921.3,709.3625,675.025,943.775,653.966667,644.722222,819.25,820.325,681.3875,765.2125,924.544444,919.0875,971.4375,831.06,794.788889,806.15,771.977778,739.144444,729.811111,901.688889,737.144444,676.144444,641.1,746.76,621.8375,623.3,801.97,941.2,868.555556,739.722222,892.022222,753.585714,740.2,717.84,692.544444,654.37,684.822222,665.7375,642.55,651.9,634.45,663.2,1012.6,850.34,756.5,863.433333,850.325,815.78,703.61,737.188889,684.01,664.2375,726.71,647.525,653.6,762.27,688.49,661.533333,,1,1,0.9,1,1,1,0.888889,0.888889,0.888889,0.888889,1,1,1,0.888889,0.888889,0.888889,1,0.888889,0.888889,1,1,0.888889,0.9,0.9,1,0.9,0.9,0.9,0.777778,1,0.8,1,1,0.9,0.9,1,0.9,0.777778,0.777778,1,0.9,1,1,0.8,0.8,1,0.888889,1,0.888889,1,1,1,0.8,1,1,1,1,0.888889,1,0.888889,0.888889,1,1,0.9
38,2021-06-30_14:07:01,5,640,115005,0.939063,0.940692,1,0,1,,704.719858,702.61931,695.170139,680.83617,,0.94,0.941558,0.947368,0.933775,,1,1,1,,380,400,40,,2,1,3,,,,No;,way too long,,,763.9625,646.555556,667.266667,718.61,724.244444,665.1,684.3,681.022222,679.433333,747.255556,707.14,710.6875,757.042857,669.9125,732.925,733.22,718.25,663.04,659.3625,690.58,722.52,673,732.422222,652.19,687.19,790.25,684.033333,776.477778,690.5,697.688889,730.91,665.571429,828.511111,664.488889,684.67,726.81,701.766667,659.655556,675.11,614.488889,722.05,695.3875,642.311111,723.1,629.16,725.577778,712.766667,726.188889,747.35,643.4125,629.855556,707.7875,688.56,652.15,629.6,634.63,679.42,661.29,665.47,740.3375,631.6625,726.714286,818.911111,658.922222,,0.8,1,1,1,0.9,1,0.9,1,1,1,1,1,0.7,0.888889,0.888889,1,0.666667,1,0.888889,1,1,1,1,1,1,1,1,0.9,0.888889,0.9,1,0.777778,0.9,0.9,1,1,0.75,0.9,1,1,0.888889,0.888889,1,1,1,1,0.9,1,0.888889,0.888889,0.9,1,1,0.888889,1,1,1,1,1,0.8,0.888889,0.777778,1,0.9
39,2021-06-30_18:22:17,2,640,115000,0.920312,0.917628,0,1,1,,678.201399,659.924265,648.683688,606.543066,,0.94702,0.900662,0.927632,0.895425,,0.5,1,1,,350,400,30,,2,1,3,,,,no;,no,,,736.89,888.8875,705.022222,718.055556,644.377778,655.0125,601.2,633.644444,757.34,679.6375,697.65,652.855556,712.04,586.188889,650.33,530.711111,823.333333,657.35,752.01,614.2,789.444444,607.688889,575.9875,620.675,673.49,606.557143,643.144444,680.95,717.511111,543.511111,611.211111,572.15,710.62,686.842857,708.11,767.05,617.8375,584.71,638.485714,649.23,564.1,638.46,600.19,759.544444,710.888889,596.31,569.888889,634.5,690.425,613.471429,702.3,619.033333,614.1,591.755556,662.89,580.1375,573.511111,650.11,589.0375,549.611111,559.8625,649.977778,533.125,528.155556,,1,0.888889,1,0.9,1,0.888889,0.888889,0.9,1,0.8,0.888889,1,1,1,1,1,0.9,0.888889,1,0.888889,0.9,1,0.8,0.8,1,0.875,1,0.888889,0.9,1,0.9,0.666667,0.625,0.7,1,0.888889,0.888889,1,0.777778,1,1,1,1,0.9,1,1,1,1,0.8,0.7,0.777778,0.9,0.9,0.9,1,1,1,1,0.8,1,0.888889,0.9,0.888889,0.9
40,2021-06-30_19:45:29,3,640,133890,0.946875,0.944079,0,0,0,,574.228571,576.724638,573.691429,556.090604,,0.948387,0.926174,0.945946,0.955128,,0.5,1,1,,400,420,40,,2,1,3,,,,No distractions;,It was a little long but it was fun,,,709.7,704.78,611.87,588.211111,528.81,577.411111,587.122222,638.76,563.671429,524.444444,518.97,529.35,522.322222,550.49,471.1875,514.688889,768.59,711.011111,593.088889,577.1375,561.877778,553.966667,549.266667,578.65,513.41,574.99,533.55,517.3125,512.366667,543.214286,540.7875,557.414286,790.711111,675.333333,663.575,619.68,567.0875,607.9625,571.188889,602.37,517.6375,623.1375,496.977778,480.033333,494.5,478.255556,505.666667,480.177778,687.914286,605.233333,602.188889,580.688889,604.04,634.63,510.56,612.133333,534.51,531.55,538.666667,535.16,507.2,512.78,455.066667,477.688889,,1,1,1,1,1,1,1,1,0.777778,0.9,1,0.8,1,1,0.8,0.9,1,1,0.9,0.888889,1,0.9,1,0.888889,1,1,0.888889,1,0.9,0.777778,0.888889,0.777778,1,0.9,0.888889,1,0.888889,0.888889,0.9,1,0.888889,1,1,0.9,0.888889,1,1,1,0.777778,1,1,0.9,1,1,1,1,1,1,0.9,1,0.9,1,0.9,0.9
41,2021-06-30_19:50:43,4,640,103910,0.996875,0.996711,0,0,0,,840.973333,806.451613,830.369128,823.223684,,0.986842,1,1,1,,0,0.5,0,,30,300,200,,3,1,2,,,,listening to music in the background!;,Good - quite lengthy,,,917.1,787.75,911.9,923.1,845.9,818.5,833.5,899.4,744.6,850,770.888889,890.777778,766.75,893.875,776,803,847.9,793.7,800.9,851.777778,859.6,786.222222,748.5,902.8,874.875,803,784.8,827.5,823.2,729.8,734.5,750,777.111111,796.2,820.625,880.4,837.555556,868.5,790.777778,941,981.1,826.3,875.25,815.2,810,749.4,725.888889,782.888889,770.222222,802.4,821.1,859.888889,765.666667,782.222222,779.222222,843,931,782.3,925.8,846,851.8,781.4,828.5,785.666667,,1,1,1,1,1,1,1,1,1,1,0.9,1,0.888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,2021-06-30_23:38:35,2,640,101492,0.873437,0.881188,0,2,2,,654.041135,660.983969,645.888636,650.73,,0.915584,0.86755,0.857143,0.884354,,1,0.5,0,,450,400,400,,1,2.5,2.5,,,,yea music was the only thing hyping me up throughout the whole experiment.;,why so many rounds?,,,888.69,763.488889,732.555556,598.044444,587.85,711.544444,628.371429,595.944444,695.1625,607.166667,604.95,561.61,648.1125,621.3,572.5375,622.577778,740.571429,719.422222,678.277778,590.042857,655.055556,679.285714,577.0125,636.175,753.15,849.075,584.525,618.5875,611.685714,652.8,624.777778,591.59,878.2,779.411111,610.188889,563.1,625.875,670.733333,618.4125,601.1625,710.42,637.628571,637.09,603.2,537.633333,628.36,635.955556,587.228571,951.725,680.777778,740.5125,613.675,579.0625,640.11,602.7875,573.0375,563.6125,599.922222,640.86,658.442857,707.225,724.01,542.0375,578.075,,1,0.9,1,0.9,1,1,0.777778,0.9,0.8,1,0.8,1,0.888889,0.9,0.888889,0.9,1,0.9,0.9,0.777778,0.9,0.7,0.888889,0.888889,1,0.8,0.888889,0.8,0.7,0.777778,1,1,0.777778,1,0.9,1,0.888889,1,0.8,0.8,1,0.7,1,1,0.6,0.555556,0.9,0.777778,0.8,1,0.888889,0.888889,0.888889,1,0.8,0.888889,1,1,0.555556,0.875,0.888889,1,0.8,0.888889
43,2021-07-01_13:35:04,1,640,97685,0.998437,0.998355,0,0,0,,896.344371,854.718954,863.673203,806.42,,0.993421,1,1,1,,0.5,1,1,,339,339,17,,1.5,1.5,3,,,,No;,No,,,1107.555556,1060.3,903.9,893.875,870.8,860.222222,915.333333,770.666667,896.444444,969.555556,783.4,981.4,820,859.6,903.9,742.888889,949.888889,929.6,793.125,832.7,973.8,885.4,918.2,852.1,853,804.7,903.666667,782.2,758.555556,782.888889,864.4,767.888889,1042.6,962,937.3,848.1,916.875,900.7,880.555556,767.888889,806.3,781.9,850.7,805.555556,798.8,897.666667,825.7,806.3,923.1,969.666667,818.8,779.7,808.2,788.125,720.9,827.8,838.666667,801.888889,821.888889,726.666667,651.888889,837.2,765.875,807.8,,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,2021-07-08_15:29:54,6,640,136592,0.985938,0.985197,0,0,0,,612.195455,604.539189,584.206164,570.708609,,0.993548,0.961039,0.986486,1,,0.5,0,0,,400,350,40,,1,2,3,,,,My mon tried to have conversation with me.;,Too bored in the end.,,,684.32,660.06,625.77,595.52,590.977778,606.911111,602.37,529.12,567.12,518.38,630.8625,718.31,592.31,639.622222,669.21,563.188889,710.12,665.25,637.5,632.18,609.51,619,554.033333,548.555556,554.5,575.388889,561.5,630.488889,597.544444,592.79,640.65,539.8125,687.5125,639.866667,568.677778,605.975,603.79,609.63,510.55,578.81,589.575,514.3625,571.62,609.2,535.444444,550.311111,611.111111,570,664.31,639.37,533.022222,567.5,549.777778,565.411111,559.244444,555.8625,524.06,498.61,647.633333,568.244444,581.19,525.877778,628.08,515.6,,1,1,1,1,1,1,1,1,1,1,0.888889,1,1,1,1,1,1,0.888889,1,1,1,0.9,1,0.9,1,1,1,1,1,1,0.888889,0.8,1,1,1,1,1,1,1,1,1,0.888889,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,2021-07-08_17:14:42,6,640,119856,0.964063,0.965461,0,0,0,,721.307,703.123099,713.396051,706.724507,,1,0.946667,0.938776,0.974359,,0.5,1,1,,5000,6000,3000,,2,1,3,,,,yes; background noise that i had no control over. ;,n/a,,,746.518889,733.0095,765.3895,812.2,710.7095,633.1605,719.918,719.99375,746.5185,679.017,753.318,769.154444,663.8625,720.138,637.495556,729.1705,850.8305,688.835,742.942222,771.080556,698.700714,664.910556,771.616429,651.621,695.994444,696.017222,644.1655,644.0525,722.9125,654.855,691.3845,671.425,940.8825,705.797,722.935556,678.207778,758.658,735.646667,717.640556,627.655,768.313889,700.815,739.363571,623.601111,649.463125,815.272143,601.788571,648.171875,881.348571,703.262778,711.2835,687.296111,758.21,672.735,667.753,658.9405,906.071,738.559,688.962222,665.9005,638.328333,665.753,641.112,658.762778,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.888889,1,1,0.875,1,0.777778,1,1,1,1,1,0.888889,0.7,1,1,0.8,1,1,1,1,1,1,1,1,1,0.875,1,0.8,0.875,0.777778,0.888889,0.777778,1,1,0.9,1,1,1,1,1,1,0.9,1,1,1,1,1
46,2021-07-08_20:50:12,2,640,122249,0.90625,0.906096,1,0,1,,580.455882,573.304286,580.454887,549.331915,,0.894737,0.909091,0.904762,0.915584,,0,1,1,,400,430,42,,2,1,3,,,,no;,,,,663.59,854.075,551.825,602.366667,644.4,563.4,570.92,592.2,528.04,525.328571,495.7625,497.577778,506.85,534.555556,522.028571,619.86,657.071429,652.27,579.49,587.666667,594.311111,505.3375,528.0625,573.333333,523.155556,580.825,531.9,527.13,508.65,625.5875,574.955556,615.05,726.6375,678.075,579.866667,610.825,648.544444,601.59,554.366667,573.766667,573.633333,541.311111,544.085714,512.042857,500.611111,533.122222,540.955556,567.528571,678.4375,689.45,511.644444,569.822222,572.144444,511.68,524.557143,540.133333,496.17,556.288889,469.1,542.06,512.45,606.4875,477.044444,585.671429,,1,0.888889,0.888889,1,0.888889,0.888889,1,0.7,1,0.875,0.8,0.9,0.888889,0.9,0.7,1,0.777778,1,1,0.9,0.9,0.888889,0.888889,1,0.9,0.888889,0.8,1,0.8,0.888889,0.9,1,0.8,0.888889,1,0.888889,0.9,1,0.9,1,0.75,0.9,0.777778,0.875,1,1,1,0.777778,0.888889,0.8,0.9,0.9,1,1,0.777778,0.9,1,0.9,1,1,1,0.8,1,0.777778
47,2021-07-09_18:14:22,1,640,109752,0.960938,0.962109,0,1,1,,737.788571,775.791034,731.520946,709.410596,,0.952381,0.960265,0.973684,0.961783,,1,1,1,,380,200,30,,1,2,3,,,,no;,,,,747.1,889.555556,866.2625,799.8875,775.422222,763.22,714.188889,699.775,643.766667,706.15,769.7,725.875,636.87,674.233333,674.925,726.3875,939.014286,1112.477778,886.911111,933.844444,843.57,735.81,773.166667,671.61,714.175,780.225,631.933333,693.03,705.975,621.688889,701.13,722.19,814.066667,888.6,852.34,862.32,726.3,782.2,678.855556,679.744444,712.23,701.233333,614.544444,657.4,688.555556,662.433333,640.466667,717.811111,844.811111,811.11,773.31,789.63,726.277778,766.044444,717.2,663.23,680.777778,655.266667,618.2,598.966667,718.21,592.055556,616.111111,750.75,,0.9,1,0.888889,1,1,1,0.9,0.888889,1,0.888889,1,1,1,1,0.888889,0.888889,0.875,1,1,0.9,1,1,1,1,0.8,0.8,1,1,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,0.9,0.9,0.9,1,1,0.9,1,1,1,1,1,1,1,1,0.9,0.9,0.9,1,0.9,0.9,1
48,2021-07-10_00:24:29,5,640,117124,0.978125,0.980231,0,1,1,,769.047192,741.387566,740.563844,704.356267,,0.986486,0.987013,0.960784,0.986842,,0,1,1,,280,350,30,,2,1,3,,,,A little bit distracted by background noise but not hugely. ;,No. ,,,931.343889,797.7385,796.7015,707.493889,726.352778,794.297,703.28375,810.15,795.099,744.3695,811.775,735.0385,731.438125,642.555625,690.819444,866.101875,866.6055,688.148,805.722222,752.907,744.970556,755.27,740.208,733.151,693.302222,816.2065,712.729375,718.675625,684.395,645.9775,800.4945,689.448,1022.9525,789.582778,720.880625,669.481,724.047778,798.867222,732.429,769.9725,670.873333,705.716875,675.8745,795.852222,704.363,754.375,771.715,651.728,757.186667,747.412778,870.180556,665.478889,706.735,679.895556,720.659,695.534444,749.8005,658.445,678.0795,581.693,614.937778,839.9205,595.99375,695.169444,,1,1,1,1,1,1,1,1,1,1,0.9,1,1,1,1,0.888889,1,1,1,1,1,1,1,1,1,1,1,0.888889,0.9,1,1,1,0.666667,1,0.8,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,1,0.888889,1
49,2021-07-10_22:46:14,3,640,102660,0.967187,0.967105,0,0,0,,800.25906,833.981879,808.476812,772.510526,,0.967532,0.967532,0.938776,0.993464,,0,1,1,,310,344,36,,2,1,3,,,,No I was not however it got tiring as it when on and harder to foccus;,No it was good,,,990.39,992.27,812.98,791.744444,980.6625,752.522222,805.85,701.2,730.177778,778.68,754.26,727.82,711.27,701.755556,790.233333,778.485714,1104.233333,973.775,994.544444,796.59,965.7,859.788889,825.311111,808.177778,706.74,747.622222,809.14,742.48,755.722222,804.6,710.7,773.966667,1092.3,820.6625,972.5,799.6,837.9375,845.455556,837.4375,747.38,705.525,825.25,870.1,683.775,702.177778,801.988889,770.85,712.2,958.711111,800.15,748.87,717.122222,832.633333,798.844444,832.05,697.15,636.99,763.011111,651.94,778.933333,890.633333,792.8,726.56,769.03,,1,1,1,0.9,0.888889,0.9,1,1,1,1,1,1,1,0.9,1,0.875,0.9,0.888889,1,1,1,0.9,1,1,1,1,1,1,0.9,1,1,0.9,0.875,0.888889,0.888889,0.888889,0.8,1,0.888889,1,0.888889,1,1,0.888889,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,2021-07-13_08:55:54,5,640,124089,0.932813,0.9375,0,0,0,,622.085075,606.583673,591.776389,581.266207,,0.899329,0.967105,0.947368,0.935484,,1,1,1,,430,410,40,,1,2,3,,,,voice;,the trial can appeal quicker,,,715.6,686.066667,583.8375,687.7125,697.63,616.633333,689.785714,644.725,599.325,594.055556,568.05,555.411111,578.8875,560.388889,544.6875,620.485714,704.9,616.2875,586.61,669.69,594.955556,600.455556,618.83,634.65,585.67,606.466667,521.77,541.7625,642.288889,585.866667,576.52,624.544444,701.677778,594.966667,649.21,623.522222,590.977778,560.96,593.644444,542.11,552.925,507.24,661.611111,561.433333,640.7125,589.0875,544.11,566.742857,702.744444,613.355556,600.54,599.65,580.7,597.685714,621.688889,590.11,535.588889,471.755556,577.855556,571.2,560.31,573.477778,553.722222,556.47,,0.9,0.9,1,0.888889,1,0.9,0.875,0.8,0.888889,1,0.888889,0.9,0.8,0.9,0.888889,0.875,1,0.888889,1,1,1,1,1,1,1,0.9,1,0.888889,1,0.9,1,0.9,1,1,1,0.9,1,1,0.9,1,0.888889,1,1,0.9,0.888889,1,1,0.7,0.9,0.9,1,0.888889,1,0.777778,0.9,1,0.9,1,0.9,0.888889,1,0.9,1,1
